,strikePrice,expiryDate,PE,CE
694,24950,27-Mar-2025,"{'strikePrice': 24950, 'expiryDate': '27-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-03-2025PE24950.00', 'openInterest': 9, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 7875, 'totalSellQuantity': 4200, 'bidQty': 750, 'bidprice': 2254.35, 'askQty': 750, 'askPrice': 2550.45, 'underlyingValue': 22508.75}","{'strikePrice': 24950, 'expiryDate': '27-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-03-2025CE24950.00', 'openInterest': 117, 'changeinOpenInterest': 11, 'pchangeinOpenInterest': 10.377358490566039, 'totalTradedVolume': 49, 'impliedVolatility': 22.52, 'lastPrice': 1, 'change': -0.3500000000000001, 'pChange': -25.92592592592593, 'totalBuyQuantity': 36375, 'totalSellQuantity': 18300, 'bidQty': 12750, 'bidprice': 0.9, 'askQty': 300, 'askPrice': 1.1, 'underlyingValue': 22508.75}"
695,24950,24-Apr-2025,"{'strikePrice': 24950, 'expiryDate': '24-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-04-2025PE24950.00', 'openInterest': 12, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 7275, 'totalSellQuantity': 3675, 'bidQty': 225, 'bidprice': 2153.55, 'askQty': 225, 'askPrice': 2227.4, 'underlyingValue': 22508.75}","{'strikePrice': 24950, 'expiryDate': '24-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-04-2025CE24950.00', 'openInterest': 19, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 20475, 'totalSellQuantity': 4875, 'bidQty': 225, 'bidprice': 5.05, 'askQty': 300, 'askPrice': 8, 'underlyingValue': 22508.75}"
696,25000,27-Mar-2025,"{'strikePrice': 25000, 'expiryDate': '27-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-03-2025PE25000.00', 'openInterest': 17573.333333333332, 'changeinOpenInterest': -521, 'pchangeinOpenInterest': -2.8793544940404914, 'totalTradedVolume': 923, 'impliedVolatility': 0, 'lastPrice': 2400, 'change': -140, 'pChange': -5.511811023622047, 'totalBuyQuantity': 12225, 'totalSellQuantity': 12900, 'bidQty': 225, 'bidprice': 2395.85, 'askQty': 75, 'askPrice': 2400, 'underlyingValue': 22508.75}","{'strikePrice': 25000, 'expiryDate': '27-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-03-2025CE25000.00', 'openInterest': 40711.666666666664, 'changeinOpenInterest': 560.6666666666666, 'pchangeinOpenInterest': 1.3963952745054087, 'totalTradedVolume': 9216, 'impliedVolatility': 23.15, 'lastPrice': 1.15, 'change': -0.5, 'pChange': -30.303030303030305, 'totalBuyQuantity': 501000, 'totalSellQuantity': 165000, 'bidQty': 600, 'bidprice': 1.1, 'askQty': 375, 'askPrice': 1.15, 'underlyingValue': 22508.75}"
697,25000,24-Apr-2025,"{'strikePrice': 25000, 'expiryDate': '24-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-04-2025PE25000.00', 'openInterest': 2203, 'changeinOpenInterest': 403, 'pchangeinOpenInterest': 22.38888888888889, 'totalTradedVolume': 533, 'impliedVolatility': 16.08, 'lastPrice': 2242, 'change': -146.94999999999982, 'pChange': -6.151237991586254, 'totalBuyQuantity': 10125, 'totalSellQuantity': 8175, 'bidQty': 75, 'bidprice': 2241.35, 'askQty': 225, 'askPrice': 2247, 'underlyingValue': 22508.75}","{'strikePrice': 25000, 'expiryDate': '24-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-04-2025CE25000.00', 'openInterest': 7376, 'changeinOpenInterest': 119, 'pchangeinOpenInterest': 1.6397960589775389, 'totalTradedVolume': 4433, 'impliedVolatility': 13.46, 'lastPrice': 5.1, 'change': -1.8000000000000007, 'pChange': -26.08695652173914, 'totalBuyQuantity': 28425, 'totalSellQuantity': 35550, 'bidQty': 1050, 'bidprice': 5, 'askQty': 600, 'askPrice': 5.45, 'underlyingValue': 22508.75}"
698,25000,26-Jun-2025,"{'strikePrice': 25000, 'expiryDate': '26-Jun-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY26-06-2025PE25000.00', 'openInterest': 7189, 'changeinOpenInterest': 301.3333333333333, 'pchangeinOpenInterest': 4.3749697526980595, 'totalTradedVolume': 598, 'impliedVolatility': 17.31, 'lastPrice': 2037.35, 'change': -124.70000000000027, 'pChange': -5.767674198099038, 'totalBuyQuantity': 5775, 'totalSellQuantity': 2250, 'bidQty': 1050, 'bidprice': 2030.15, 'askQty': 75, 'askPrice': 2038.2, 'underlyingValue': 22508.75}","{'strikePrice': 25000, 'expiryDate': '26-Jun-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY26-06-2025CE25000.00', 'openInterest': 10907.333333333334, 'changeinOpenInterest': 506.6666666666667, 'pchangeinOpenInterest': 4.871482597269406, 'totalTradedVolume': 3416, 'impliedVolatility': 11.21, 'lastPrice': 61.7, 'change': 2.3500000000000014, 'pChange': 3.959561920808764, 'totalBuyQuantity': 13800, 'totalSellQuantity': 11100, 'bidQty': 150, 'bidprice': 61, 'askQty': 225, 'askPrice': 61.7, 'underlyingValue': 22508.75}"
699,25000,25-Sep-2025,"{'strikePrice': 25000, 'expiryDate': '25-Sep-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY25-09-2025PE25000.00', 'openInterest': 929, 'changeinOpenInterest': 101, 'pchangeinOpenInterest': 12.198067632850242, 'totalTradedVolume': 111, 'impliedVolatility': 17.07, 'lastPrice': 1841.25, 'change': -63.049999999999955, 'pChange': -3.3109279000157517, 'totalBuyQuantity': 5250, 'totalSellQuantity': 2700, 'bidQty': 1500, 'bidprice': 1840, 'askQty': 75, 'askPrice': 1852.2, 'underlyingValue': 22508.75}","{'strikePrice': 25000, 'expiryDate': '25-Sep-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY25-09-2025CE25000.00', 'openInterest': 2546, 'changeinOpenInterest': 67, 'pchangeinOpenInterest': 2.7027027027027026, 'totalTradedVolume': 405, 'impliedVolatility': 10.13, 'lastPrice': 239.25, 'change': 23.55000000000001, 'pChange': 10.917941585535472, 'totalBuyQuantity': 13425, 'totalSellQuantity': 4125, 'bidQty': 150, 'bidprice': 238.75, 'askQty': 75, 'askPrice': 241, 'underlyingValue': 22508.75}"
700,25000,24-Dec-2025,"{'strikePrice': 25000, 'expiryDate': '24-Dec-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-12-2025PE25000.00', 'openInterest': 3876.3333333333335, 'changeinOpenInterest': -4.666666666666667, 'pchangeinOpenInterest': -0.1202439233874431, 'totalTradedVolume': 167, 'impliedVolatility': 16.53, 'lastPrice': 1657.65, 'change': -90.19999999999982, 'pChange': -5.160625911834529, 'totalBuyQuantity': 3375, 'totalSellQuantity': 975, 'bidQty': 75, 'bidprice': 1644.35, 'askQty': 75, 'askPrice': 1681.4, 'underlyingValue': 22508.75}","{'strikePrice': 25000, 'expiryDate': '24-Dec-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-12-2025CE25000.00', 'openInterest': 3842, 'changeinOpenInterest': 77.33333333333333, 'pchangeinOpenInterest': 2.0541880644590047, 'totalTradedVolume': 530, 'impliedVolatility': 9.88, 'lastPrice': 517, 'change': 39.30000000000001, 'pChange': 8.226920661503039, 'totalBuyQuantity': 14850, 'totalSellQuantity': 9825, 'bidQty': 75, 'bidprice': 513.1, 'askQty': 375, 'askPrice': 518.95, 'underlyingValue': 22508.75}"
701,25000,25-Jun-2026,"{'strikePrice': 25000, 'expiryDate': '25-Jun-2026', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY25-06-2026PE25000.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 3975, 'totalSellQuantity': 0, 'bidQty': 300, 'bidprice': 1050.05, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 22508.75}","{'strikePrice': 25000, 'expiryDate': '25-Jun-2026', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY25-06-2026CE25000.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 675, 'totalSellQuantity': 0, 'bidQty': 150, 'bidprice': 750, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 22508.75}"
702,25000,31-Dec-2026,"{'strikePrice': 25000, 'expiryDate': '31-Dec-2026', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY31-12-2026PE25000.00', 'openInterest': 22.666666666666668, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 6000, 'totalSellQuantity': 0, 'bidQty': 75, 'bidprice': 950.1, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 22508.75}","{'strikePrice': 25000, 'expiryDate': '31-Dec-2026', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY31-12-2026CE25000.00', 'openInterest': 119.66666666666667, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 450, 'totalSellQuantity': 1200, 'bidQty': 75, 'bidprice': 1450.05, 'askQty': 75, 'askPrice': 1822.9, 'underlyingValue': 22508.75}"
703,25000,24-Jun-2027,"{'strikePrice': 25000, 'expiryDate': '24-Jun-2027', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-06-2027PE25000.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 7575, 'totalSellQuantity': 0, 'bidQty': 300, 'bidprice': 895.05, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 22508.75}","{'strikePrice': 25000, 'expiryDate': '24-Jun-2027', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-06-2027CE25000.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 75, 'totalSellQuantity': 0, 'bidQty': 75, 'bidprice': 1250, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 22508.75}"
704,25000,30-Dec-2027,"{'strikePrice': 25000, 'expiryDate': '30-Dec-2027', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY30-12-2027PE25000.00', 'openInterest': 1, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 5925, 'totalSellQuantity': 0, 'bidQty': 300, 'bidprice': 820.05, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 22508.75}",
705,25000,29-Jun-2028,"{'strikePrice': 25000, 'expiryDate': '29-Jun-2028', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY29-06-2028PE25000.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 5775, 'totalSellQuantity': 0, 'bidQty': 300, 'bidprice': 760.05, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 22508.75}",
706,25000,28-Dec-2028,"{'strikePrice': 25000, 'expiryDate': '28-Dec-2028', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-12-2028PE25000.00', 'openInterest': 9, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 7350, 'totalSellQuantity': 75, 'bidQty': 75, 'bidprice': 1387.15, 'askQty': 75, 'askPrice': 2400, 'underlyingValue': 22508.75}",
707,25000,28-Jun-2029,"{'strikePrice': 25000, 'expiryDate': '28-Jun-2029', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-06-2029PE25000.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 150, 'totalSellQuantity': 0, 'bidQty': 75, 'bidprice': 1261.9, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 22508.75}",
708,25000,27-Dec-2029,"{'strikePrice': 25000, 'expiryDate': '27-Dec-2029', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-12-2029PE25000.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 150, 'totalSellQuantity': 0, 'bidQty': 75, 'bidprice': 1149.15, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 22508.75}",
709,25050,27-Mar-2025,"{'strikePrice': 25050, 'expiryDate': '27-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-03-2025PE25050.00', 'openInterest': 14, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 7800, 'totalSellQuantity': 4200, 'bidQty': 750, 'bidprice': 2346.45, 'askQty': 750, 'askPrice': 2648.15, 'underlyingValue': 22508.75}","{'strikePrice': 25050, 'expiryDate': '27-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-03-2025CE25050.00', 'openInterest': 176, 'changeinOpenInterest': 31, 'pchangeinOpenInterest': 21.379310344827587, 'totalTradedVolume': 89, 'impliedVolatility': 23.2, 'lastPrice': 1, 'change': -0.6000000000000001, 'pChange': -37.50000000000001, 'totalBuyQuantity': 35025, 'totalSellQuantity': 17400, 'bidQty': 13200, 'bidprice': 0.9, 'askQty': 300, 'askPrice': 1.05, 'underlyingValue': 22508.75}"
710,25050,24-Apr-2025,"{'strikePrice': 25050, 'expiryDate': '24-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-04-2025PE25050.00', 'openInterest': 9, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 7275, 'totalSellQuantity': 3675, 'bidQty': 225, 'bidprice': 2243.4, 'askQty': 225, 'askPrice': 2358.7, 'underlyingValue': 22508.75}","{'strikePrice': 25050, 'expiryDate': '24-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-04-2025CE25050.00', 'openInterest': 11, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 18225, 'totalSellQuantity': 5625, 'bidQty': 75, 'bidprice': 4.35, 'askQty': 1500, 'askPrice': 7, 'underlyingValue': 22508.75}"
711,25100,27-Mar-2025,"{'strikePrice': 25100, 'expiryDate': '27-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-03-2025PE25100.00', 'openInterest': 64, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 8475, 'totalSellQuantity': 6675, 'bidQty': 750, 'bidprice': 2389.1, 'askQty': 750, 'askPrice': 2537.95, 'underlyingValue': 22508.75}","{'strikePrice': 25100, 'expiryDate': '27-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-03-2025CE25100.00', 'openInterest': 477, 'changeinOpenInterest': 5, 'pchangeinOpenInterest': 1.0593220338983051, 'totalTradedVolume': 129, 'impliedVolatility': 23.73, 'lastPrice': 1, 'change': -0.6499999999999999, 'pChange': -39.39393939393939, 'totalBuyQuantity': 81375, 'totalSellQuantity': 19500, 'bidQty': 450, 'bidprice': 1, 'askQty': 300, 'askPrice': 1.1, 'underlyingValue': 22508.75}"
712,25100,24-Apr-2025,"{'strikePrice': 25100, 'expiryDate': '24-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-04-2025PE25100.00', 'openInterest': 13, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 7950, 'totalSellQuantity': 6150, 'bidQty': 225, 'bidprice': 2308.1, 'askQty': 225, 'askPrice': 2378.5, 'underlyingValue': 22508.75}","{'strikePrice': 25100, 'expiryDate': '24-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-04-2025CE25100.00', 'openInterest': 88, 'changeinOpenInterest': -129, 'pchangeinOpenInterest': -59.44700460829493, 'totalTradedVolume': 410, 'impliedVolatility': 13.78, 'lastPrice': 5, 'change': -2.25, 'pChange': -31.03448275862069, 'totalBuyQuantity': 21150, 'totalSellQuantity': 19350, 'bidQty': 825, 'bidprice': 4.35, 'askQty': 225, 'askPrice': 5.3, 'underlyingValue': 22508.75}"
713,25150,27-Mar-2025,"{'strikePrice': 25150, 'expiryDate': '27-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-03-2025PE25150.00', 'openInterest': 13, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 7800, 'totalSellQuantity': 4200, 'bidQty': 750, 'bidprice': 2441.2, 'askQty': 750, 'askPrice': 2736.7, 'underlyingValue': 22508.75}","{'strikePrice': 25150, 'expiryDate': '27-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-03-2025CE25150.00', 'openInterest': 106, 'changeinOpenInterest': 10, 'pchangeinOpenInterest': 10.416666666666666, 'totalTradedVolume': 42, 'impliedVolatility': 24.36, 'lastPrice': 0.9, 'change': -0.6, 'pChange': -40, 'totalBuyQuantity': 57600, 'totalSellQuantity': 17475, 'bidQty': 12375, 'bidprice': 0.9, 'askQty': 225, 'askPrice': 1.1, 'underlyingValue': 22508.75}"
714,25150,24-Apr-2025,"{'strikePrice': 25150, 'expiryDate': '24-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-04-2025PE25150.00', 'openInterest': 14, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 7275, 'totalSellQuantity': 3675, 'bidQty': 225, 'bidprice': 2345.15, 'askQty': 225, 'askPrice': 2461.7, 'underlyingValue': 22508.75}","{'strikePrice': 25150, 'expiryDate': '24-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-04-2025CE25150.00', 'openInterest': 12, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 21750, 'totalSellQuantity': 6225, 'bidQty': 150, 'bidprice': 4.25, 'askQty': 600, 'askPrice': 7, 'underlyingValue': 22508.75}"
715,25200,27-Mar-2025,"{'strikePrice': 25200, 'expiryDate': '27-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-03-2025PE25200.00', 'openInterest': 312, 'changeinOpenInterest': -7, 'pchangeinOpenInterest': -2.19435736677116, 'totalTradedVolume': 8, 'impliedVolatility': 30.09, 'lastPrice': 2620.35, 'change': 20.34999999999991, 'pChange': 0.7826923076923042, 'totalBuyQuantity': 9450, 'totalSellQuantity': 7950, 'bidQty': 75, 'bidprice': 2589.1, 'askQty': 225, 'askPrice': 2609.05, 'underlyingValue': 22508.75}","{'strikePrice': 25200, 'expiryDate': '27-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-03-2025CE25200.00', 'openInterest': 1331, 'changeinOpenInterest': -5, 'pchangeinOpenInterest': -0.37425149700598803, 'totalTradedVolume': 194, 'impliedVolatility': 24.52, 'lastPrice': 1.05, 'change': -0.34999999999999987, 'pChange': -24.999999999999993, 'totalBuyQuantity': 86550, 'totalSellQuantity': 20550, 'bidQty': 150, 'bidprice': 0.95, 'askQty': 150, 'askPrice': 1.05, 'underlyingValue': 22508.75}"
716,25200,24-Apr-2025,"{'strikePrice': 25200, 'expiryDate': '24-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-04-2025PE25200.00', 'openInterest': 13, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 1, 'impliedVolatility': 17.29, 'lastPrice': 2440, 'change': 34.80000000000018, 'pChange': 1.4468651255612914, 'totalBuyQuantity': 8025, 'totalSellQuantity': 6750, 'bidQty': 225, 'bidprice': 2400.45, 'askQty': 75, 'askPrice': 2485, 'underlyingValue': 22508.75}","{'strikePrice': 25200, 'expiryDate': '24-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-04-2025CE25200.00', 'openInterest': 70, 'changeinOpenInterest': -3, 'pchangeinOpenInterest': -4.109589041095891, 'totalTradedVolume': 11, 'impliedVolatility': 14.39, 'lastPrice': 5.35, 'change': -1.8000000000000007, 'pChange': -25.174825174825184, 'totalBuyQuantity': 18600, 'totalSellQuantity': 17175, 'bidQty': 75, 'bidprice': 4.9, 'askQty': 450, 'askPrice': 7, 'underlyingValue': 22508.75}"
717,25250,27-Mar-2025,"{'strikePrice': 25250, 'expiryDate': '27-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-03-2025PE25250.00', 'openInterest': 11, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 7800, 'totalSellQuantity': 4200, 'bidQty': 750, 'bidprice': 2534.8, 'askQty': 750, 'askPrice': 2829.05, 'underlyingValue': 22508.75}","{'strikePrice': 25250, 'expiryDate': '27-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-03-2025CE25250.00', 'openInterest': 76, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 1, 'impliedVolatility': 24.79, 'lastPrice': 0.95, 'change': -0.44999999999999996, 'pChange': -32.14285714285714, 'totalBuyQuantity': 49425, 'totalSellQuantity': 19800, 'bidQty': 12675, 'bidprice': 0.9, 'askQty': 1050, 'askPrice': 1.05, 'underlyingValue': 22508.75}"
718,25250,24-Apr-2025,"{'strikePrice': 25250, 'expiryDate': '24-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-04-2025PE25250.00', 'openInterest': 3, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 7275, 'totalSellQuantity': 4500, 'bidQty': 225, 'bidprice': 2426.7, 'askQty': 225, 'askPrice': 2592.05, 'underlyingValue': 22508.75}","{'strikePrice': 25250, 'expiryDate': '24-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-04-2025CE25250.00', 'openInterest': 95, 'changeinOpenInterest': -1, 'pchangeinOpenInterest': -1.0416666666666667, 'totalTradedVolume': 132, 'impliedVolatility': 15.16, 'lastPrice': 6.9, 'change': 0.15000000000000036, 'pChange': 2.2222222222222276, 'totalBuyQuantity': 21375, 'totalSellQuantity': 15975, 'bidQty': 75, 'bidprice': 5.5, 'askQty': 600, 'askPrice': 6.4, 'underlyingValue': 22508.75}"
719,25300,27-Mar-2025,"{'strikePrice': 25300, 'expiryDate': '27-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-03-2025PE25300.00', 'openInterest': 121, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 8550, 'totalSellQuantity': 7875, 'bidQty': 750, 'bidprice': 2676.8, 'askQty': 75, 'askPrice': 2721.3, 'underlyingValue': 22508.75}","{'strikePrice': 25300, 'expiryDate': '27-Mar-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-03-2025CE25300.00', 'openInterest': 892, 'changeinOpenInterest': 92, 'pchangeinOpenInterest': 11.5, 'totalTradedVolume': 243, 'impliedVolatility': 25.04, 'lastPrice': 0.9, 'change': -0.4999999999999999, 'pChange': -35.71428571428571, 'totalBuyQuantity': 100050, 'totalSellQuantity': 21750, 'bidQty': 10125, 'bidprice': 0.9, 'askQty': 2400, 'askPrice': 0.95, 'underlyingValue': 22508.75}"
720,25300,24-Apr-2025,"{'strikePrice': 25300, 'expiryDate': '24-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-04-2025PE25300.00', 'openInterest': 5, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 7275, 'totalSellQuantity': 6000, 'bidQty': 225, 'bidprice': 2495.55, 'askQty': 75, 'askPrice': 2590.8, 'underlyingValue': 22508.75}","{'strikePrice': 25300, 'expiryDate': '24-Apr-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-04-2025CE25300.00', 'openInterest': 117, 'changeinOpenInterest': 50, 'pchangeinOpenInterest': 74.6268656716418, 'totalTradedVolume': 223, 'impliedVolatility': 14.73, 'lastPrice': 5, 'change': -3, 'pChange': -37.5, 'totalBuyQuantity': 25800, 'totalSellQuantity': 19275, 'bidQty': 3000, 'bidprice': 4.15, 'askQty': 600, 'askPrice': 6.3, 'underlyingValue': 22508.75}"
